vdm	I(I)
Step Information: Vcm=0  (Run: 1/101)
-1.000000000000000e+000	-4.854622e-006
-9.500000000000000e-001	-4.853766e-006
-8.999999999999999e-001	-4.852882e-006
-8.499999999999999e-001	-4.851952e-006
-7.999999999999998e-001	-4.850958e-006
-7.499999999999998e-001	-4.849873e-006
-6.999999999999997e-001	-4.848594e-006
-6.499999999999997e-001	-4.846672e-006
-5.999999999999996e-001	-4.842027e-006
-5.499999999999996e-001	-4.825848e-006
-4.999999999999996e-001	-4.771960e-006
-4.499999999999996e-001	-4.641282e-006
-3.999999999999996e-001	-4.409284e-006
-3.499999999999996e-001	-4.072575e-006
-2.999999999999997e-001	-3.639712e-006
-2.499999999999997e-001	-3.125302e-006
-1.999999999999997e-001	-2.545938e-006
-1.499999999999997e-001	-1.917328e-006
-9.999999999999969e-002	-1.253437e-006
-4.999999999999968e-002	-5.669227e-007
3.191891195797325e-016	1.302883e-007
5.000000000000032e-002	8.266106e-007
1.000000000000003e-001	1.510478e-006
1.500000000000003e-001	2.170022e-006
2.000000000000003e-001	2.792695e-006
2.500000000000003e-001	3.364710e-006
3.000000000000003e-001	3.870648e-006
3.500000000000003e-001	4.294362e-006
4.000000000000003e-001	4.621922e-006
4.500000000000003e-001	4.845676e-006
5.000000000000003e-001	4.970210e-006
5.500000000000004e-001	5.020852e-006
6.000000000000004e-001	5.035955e-006
6.500000000000005e-001	5.040360e-006
7.000000000000005e-001	5.042249e-006
7.500000000000006e-001	5.043537e-006
8.000000000000006e-001	5.044640e-006
8.500000000000006e-001	5.045650e-006
9.000000000000007e-001	5.046594e-006
9.500000000000007e-001	5.047484e-006
1.000000000000000e+000	5.048337e-006
Step Information: Vcm=50m  (Run: 2/101)
-1.000000000000000e+000	-4.853347e-006
-9.500000000000000e-001	-4.852200e-006
-8.999999999999999e-001	-4.851099e-006
-8.499999999999999e-001	-4.849988e-006
-7.999999999999998e-001	-4.848833e-006
-7.499999999999998e-001	-4.847603e-006
-6.999999999999997e-001	-4.846228e-006
-6.499999999999997e-001	-4.844389e-006
-5.999999999999996e-001	-4.840508e-006
-5.499999999999996e-001	-4.827168e-006
-4.999999999999996e-001	-4.779161e-006
-4.499999999999996e-001	-4.653638e-006
-3.999999999999996e-001	-4.422009e-006
-3.499999999999996e-001	-4.081961e-006
-2.999999999999997e-001	-3.645437e-006
-2.499999999999997e-001	-3.128836e-006
-1.999999999999997e-001	-2.548486e-006
-1.499999999999997e-001	-1.919292e-006
-9.999999999999969e-002	-1.254823e-006
-4.999999999999968e-002	-5.676657e-007
3.191891195797325e-016	1.302305e-007
5.000000000000032e-002	8.272356e-007
1.000000000000003e-001	1.511739e-006
1.500000000000003e-001	2.171850e-006
2.000000000000003e-001	2.795088e-006
2.500000000000003e-001	3.368059e-006
3.000000000000003e-001	3.876122e-006
3.500000000000003e-001	4.303369e-006
4.000000000000003e-001	4.634070e-006
4.500000000000003e-001	4.857307e-006
5.000000000000003e-001	4.976761e-006
5.500000000000004e-001	5.021809e-006
6.000000000000004e-001	5.034281e-006
6.500000000000005e-001	5.037996e-006
7.000000000000005e-001	5.039822e-006
7.500000000000006e-001	5.041214e-006
8.000000000000006e-001	5.042461e-006
8.500000000000006e-001	5.043628e-006
9.000000000000007e-001	5.044741e-006
9.500000000000007e-001	5.045823e-006
1.000000000000000e+000	5.046915e-006
Step Information: Vcm=100m  (Run: 3/101)
-1.000000000000000e+000	-4.852763e-006
-9.500000000000000e-001	-4.850870e-006
-8.999999999999999e-001	-4.849303e-006
-8.499999999999999e-001	-4.847875e-006
-7.999999999999998e-001	-4.846480e-006
-7.499999999999998e-001	-4.845057e-006
-6.999999999999997e-001	-4.843533e-006
-6.499999999999997e-001	-4.841648e-006
-5.999999999999996e-001	-4.838056e-006
-5.499999999999996e-001	-4.826009e-006
-4.999999999999996e-001	-4.780729e-006
-4.499999999999996e-001	-4.657364e-006
-3.999999999999996e-001	-4.425859e-006
-3.499999999999996e-001	-4.085082e-006
-2.999999999999997e-001	-3.648075e-006
-2.499999999999997e-001	-3.131269e-006
-1.999999999999997e-001	-2.550695e-006
-1.499999999999997e-001	-1.921133e-006
-9.999999999999969e-002	-1.256153e-006
-4.999999999999968e-002	-5.683846e-007
3.191891195797325e-016	1.301723e-007
5.000000000000032e-002	8.278357e-007
1.000000000000003e-001	1.512943e-006
1.500000000000003e-001	2.173554e-006
2.000000000000003e-001	2.797146e-006
2.500000000000003e-001	3.370322e-006
3.000000000000003e-001	3.878565e-006
3.500000000000003e-001	4.306254e-006
4.000000000000003e-001	4.637613e-006
4.500000000000003e-001	4.860657e-006
5.000000000000003e-001	4.977978e-006
5.500000000000004e-001	5.020436e-006
6.000000000000004e-001	5.031719e-006
6.500000000000005e-001	5.035179e-006
7.000000000000005e-001	5.037060e-006
7.500000000000006e-001	5.038597e-006
8.000000000000006e-001	5.040026e-006
8.500000000000006e-001	5.041408e-006
9.000000000000007e-001	5.042788e-006
9.500000000000007e-001	5.044237e-006
1.000000000000000e+000	5.045890e-006
Step Information: Vcm=150m  (Run: 4/101)
-1.000000000000000e+000	-4.855139e-006
-9.500000000000000e-001	-4.851010e-006
-8.999999999999999e-001	-4.848149e-006
-8.499999999999999e-001	-4.845956e-006
-7.999999999999998e-001	-4.844086e-006
-7.499999999999998e-001	-4.842349e-006
-6.999999999999997e-001	-4.840614e-006
-6.499999999999997e-001	-4.838612e-006
-5.999999999999996e-001	-4.835081e-006
-5.499999999999996e-001	-4.823545e-006
-4.999999999999996e-001	-4.779478e-006
-4.499999999999996e-001	-4.657426e-006
-3.999999999999996e-001	-4.426828e-006
-3.499999999999996e-001	-4.086698e-006
-2.999999999999997e-001	-3.650116e-006
-2.499999999999997e-001	-3.133468e-006
-1.999999999999997e-001	-2.552789e-006
-1.499999999999997e-001	-1.922906e-006
-9.999999999999969e-002	-1.257442e-006
-4.999999999999968e-002	-5.690839e-007
3.191891195797325e-016	1.301135e-007
5.000000000000032e-002	8.284152e-007
1.000000000000003e-001	1.514105e-006
1.500000000000003e-001	2.175188e-006
2.000000000000003e-001	2.799088e-006
2.500000000000003e-001	3.372352e-006
3.000000000000003e-001	3.880421e-006
3.500000000000003e-001	4.307668e-006
4.000000000000003e-001	4.638365e-006
4.500000000000003e-001	4.860493e-006
5.000000000000003e-001	4.976527e-006
5.500000000000004e-001	5.017835e-006
6.000000000000004e-001	5.028647e-006
6.500000000000005e-001	5.032056e-006
7.000000000000005e-001	5.034045e-006
7.500000000000006e-001	5.035770e-006
8.000000000000006e-001	5.037462e-006
8.500000000000006e-001	5.039220e-006
9.000000000000007e-001	5.041179e-006
9.500000000000007e-001	5.043581e-006
1.000000000000000e+000	5.046870e-006
Step Information: Vcm=200m  (Run: 5/101)
-1.000000000000000e+000	-4.867190e-006
-9.500000000000000e-001	-4.856645e-006
-8.999999999999999e-001	-4.849931e-006
-8.499999999999999e-001	-4.845500e-006
-7.999999999999998e-001	-4.842353e-006
-7.499999999999998e-001	-4.839885e-006
-6.999999999999997e-001	-4.837727e-006
-6.499999999999997e-001	-4.835493e-006
-5.999999999999996e-001	-4.831893e-006
-5.499999999999996e-001	-4.820569e-006
-4.999999999999996e-001	-4.777288e-006
-4.499999999999996e-001	-4.656518e-006
-3.999999999999996e-001	-4.427183e-006
-3.499999999999996e-001	-4.088002e-006
-2.999999999999997e-001	-3.651989e-006
-2.499999999999997e-001	-3.135559e-006
-1.999999999999997e-001	-2.554807e-006
-1.499999999999997e-001	-1.924623e-006
-9.999999999999969e-002	-1.258694e-006
-4.999999999999968e-002	-5.697653e-007
3.191891195797325e-016	1.300543e-007
5.000000000000032e-002	8.289758e-007
1.000000000000003e-001	1.515230e-006
1.500000000000003e-001	2.176768e-006
2.000000000000003e-001	2.800954e-006
2.500000000000003e-001	3.374275e-006
3.000000000000003e-001	3.882110e-006
3.500000000000003e-001	4.308775e-006
4.000000000000003e-001	4.638518e-006
4.500000000000003e-001	4.859395e-006
5.000000000000003e-001	4.974182e-006
5.500000000000004e-001	5.014741e-006
6.000000000000004e-001	5.025349e-006
6.500000000000005e-001	5.028806e-006
7.000000000000005e-001	5.030977e-006
7.500000000000006e-001	5.033025e-006
8.000000000000006e-001	5.035261e-006
8.500000000000006e-001	5.037955e-006
9.000000000000007e-001	5.041550e-006
9.500000000000007e-001	5.046817e-006
1.000000000000000e+000	5.055013e-006
Step Information: Vcm=250m  (Run: 6/101)
-1.000000000000000e+000	-4.903588e-006
-9.500000000000000e-001	-4.878240e-006
-8.999999999999999e-001	-4.861421e-006
-8.499999999999999e-001	-4.850599e-006
-7.999999999999998e-001	-4.843641e-006
-7.499999999999998e-001	-4.838998e-006
-6.999999999999997e-001	-4.835638e-006
-6.499999999999997e-001	-4.832759e-006
-5.999999999999996e-001	-4.828854e-006
-5.499999999999996e-001	-4.817567e-006
-4.999999999999996e-001	-4.774939e-006
-4.499999999999996e-001	-4.655426e-006
-3.999999999999996e-001	-4.427390e-006
-3.499999999999996e-001	-4.089190e-006
-2.999999999999997e-001	-3.653768e-006
-2.499999999999997e-001	-3.137571e-006
-1.999999999999997e-001	-2.556760e-006
-1.499999999999997e-001	-1.926291e-006
-9.999999999999969e-002	-1.259913e-006
-4.999999999999968e-002	-5.704301e-007
3.191891195797325e-016	1.299945e-007
5.000000000000032e-002	8.295187e-007
1.000000000000003e-001	1.516321e-006
1.500000000000003e-001	2.178296e-006
2.000000000000003e-001	2.802754e-006
2.500000000000003e-001	3.376118e-006
3.000000000000003e-001	3.883703e-006
3.500000000000003e-001	4.309765e-006
4.000000000000003e-001	4.638520e-006
4.500000000000003e-001	4.858108e-006
5.000000000000003e-001	4.971665e-006
5.500000000000004e-001	5.011586e-006
6.000000000000004e-001	5.022120e-006
6.500000000000005e-001	5.025785e-006
7.000000000000005e-001	5.028412e-006
7.500000000000006e-001	5.031317e-006
8.000000000000006e-001	5.035125e-006
8.500000000000006e-001	5.040637e-006
9.000000000000007e-001	5.049108e-006
9.500000000000007e-001	5.062356e-006
1.000000000000000e+000	5.082632e-006
Step Information: Vcm=300m  (Run: 7/101)
-1.000000000000000e+000	-4.983795e-006
-9.500000000000000e-001	-4.934034e-006
-8.999999999999999e-001	-4.897370e-006
-8.499999999999999e-001	-4.871788e-006
-7.999999999999998e-001	-4.854787e-006
-7.499999999999998e-001	-4.843824e-006
-6.999999999999997e-001	-4.836726e-006
-6.499999999999997e-001	-4.831738e-006
-5.999999999999996e-001	-4.826713e-006
-5.499999999999996e-001	-4.815011e-006
-4.999999999999996e-001	-4.772780e-006
-4.499999999999996e-001	-4.654386e-006
-3.999999999999996e-001	-4.427581e-006
-3.499999999999996e-001	-4.090333e-006
-2.999999999999997e-001	-3.655489e-006
-2.499999999999997e-001	-3.139525e-006
-1.999999999999997e-001	-2.558660e-006
-1.499999999999997e-001	-1.927916e-006
-9.999999999999969e-002	-1.261103e-006
-4.999999999999968e-002	-5.710797e-007
3.191891195797325e-016	1.299341e-007
5.000000000000032e-002	8.300453e-007
1.000000000000003e-001	1.517380e-006
1.500000000000003e-001	2.179781e-006
2.000000000000003e-001	2.804499e-006
2.500000000000003e-001	3.377899e-006
3.000000000000003e-001	3.885232e-006
3.500000000000003e-001	4.310697e-006
4.000000000000003e-001	4.638486e-006
4.500000000000003e-001	4.856832e-006
5.000000000000003e-001	4.969259e-006
5.500000000000004e-001	5.008723e-006
6.000000000000004e-001	5.019497e-006
6.500000000000005e-001	5.023940e-006
7.000000000000005e-001	5.028071e-006
7.500000000000006e-001	5.033720e-006
8.000000000000006e-001	5.042329e-006
8.500000000000006e-001	5.055753e-006
9.000000000000007e-001	5.076251e-006
9.500000000000007e-001	5.106141e-006
1.000000000000000e+000	5.147381e-006
Step Information: Vcm=350m  (Run: 8/101)
-1.000000000000000e+000	-5.121113e-006
-9.500000000000000e-001	-5.041713e-006
-8.999999999999999e-001	-4.977317e-006
-8.499999999999999e-001	-4.927368e-006
-7.999999999999998e-001	-4.890571e-006
-7.499999999999998e-001	-4.864894e-006
-6.999999999999997e-001	-4.847786e-006
-6.499999999999997e-001	-4.836506e-006
-5.999999999999996e-001	-4.827796e-006
-5.499999999999996e-001	-4.814201e-006
-4.999999999999996e-001	-4.771548e-006
-4.499999999999996e-001	-4.653823e-006
-3.999999999999996e-001	-4.428002e-006
-3.499999999999996e-001	-4.091567e-006
-2.999999999999997e-001	-3.657229e-006
-2.499999999999997e-001	-3.141463e-006
-1.999999999999997e-001	-2.560532e-006
-1.499999999999997e-001	-1.929511e-006
-9.999999999999969e-002	-1.262269e-006
-4.999999999999968e-002	-5.717178e-007
