vdm	I(I)
Step Information: Vcm=0  (Run: 1/501)
-4.000000000000000e-001	-9.729752e-007
-3.500000000000000e-001	-9.718268e-007
-3.000000000000000e-001	-9.672331e-007
-2.500000000000001e-001	-9.462216e-007
-2.000000000000001e-001	-8.761670e-007
-1.500000000000001e-001	-7.299283e-007
-1.000000000000001e-001	-5.125762e-007
-5.000000000000007e-002	-2.462327e-007
-6.938893903907228e-017	4.398359e-008
4.999999999999993e-002	3.332612e-007
9.999999999999994e-002	5.969067e-007
1.499999999999999e-001	8.102359e-007
2.000000000000000e-001	9.521278e-007
2.499999999999999e-001	1.019089e-006
2.999999999999999e-001	1.038911e-006
3.499999999999999e-001	1.043254e-006
4.000000000000000e-001	1.044375e-006
Step Information: Vcm=10m  (Run: 2/501)
-4.000000000000000e-001	-9.728105e-007
-3.500000000000000e-001	-9.716630e-007
-3.000000000000000e-001	-9.670766e-007
-2.500000000000001e-001	-9.460987e-007
-2.000000000000001e-001	-8.761161e-007
-1.500000000000001e-001	-7.299435e-007
-1.000000000000001e-001	-5.126179e-007
-5.000000000000007e-002	-2.462656e-007
-6.938893903907228e-017	4.397811e-008
4.999999999999993e-002	3.332828e-007
9.999999999999994e-002	5.969362e-007
1.499999999999999e-001	8.102377e-007
2.000000000000000e-001	9.520640e-007
2.499999999999999e-001	1.018955e-006
2.999999999999999e-001	1.038745e-006
3.499999999999999e-001	1.043082e-006
4.000000000000000e-001	1.044202e-006
Step Information: Vcm=20m  (Run: 3/501)
-4.000000000000000e-001	-9.726456e-007
-3.500000000000000e-001	-9.714989e-007
-3.000000000000000e-001	-9.669199e-007
-2.500000000000001e-001	-9.459754e-007
-2.000000000000001e-001	-8.760646e-007
-1.500000000000001e-001	-7.299581e-007
-1.000000000000001e-001	-5.126593e-007
-5.000000000000007e-002	-2.462982e-007
-6.938893903907228e-017	4.397262e-008
4.999999999999993e-002	3.333041e-007
9.999999999999994e-002	5.969652e-007
1.499999999999999e-001	8.102390e-007
2.000000000000000e-001	9.519995e-007
2.499999999999999e-001	1.018821e-006
2.999999999999999e-001	1.038580e-006
3.499999999999999e-001	1.042909e-006
4.000000000000000e-001	1.044029e-006
Step Information: Vcm=30m  (Run: 4/501)
-4.000000000000000e-001	-9.724805e-007
-3.500000000000000e-001	-9.713347e-007
-3.000000000000000e-001	-9.667630e-007
-2.500000000000001e-001	-9.458518e-007
-2.000000000000001e-001	-8.760126e-007
-1.500000000000001e-001	-7.299721e-007
-1.000000000000001e-001	-5.127001e-007
-5.000000000000007e-002	-2.463307e-007
-6.938893903907228e-017	4.396712e-008
4.999999999999993e-002	3.333252e-007
9.999999999999994e-002	5.969937e-007
1.499999999999999e-001	8.102398e-007
2.000000000000000e-001	9.519346e-007
2.499999999999999e-001	1.018687e-006
2.999999999999999e-001	1.038414e-006
3.499999999999999e-001	1.042736e-006
4.000000000000000e-001	1.043856e-006
Step Information: Vcm=40m  (Run: 5/501)
-4.000000000000000e-001	-9.723152e-007
-3.500000000000000e-001	-9.711703e-007
-3.000000000000000e-001	-9.666057e-007
-2.500000000000001e-001	-9.457278e-007
-2.000000000000001e-001	-8.759601e-007
-1.500000000000001e-001	-7.299856e-007
-1.000000000000001e-001	-5.127406e-007
-5.000000000000007e-002	-2.463629e-007
-6.938893903907228e-017	4.396162e-008
4.999999999999993e-002	3.333460e-007
9.999999999999994e-002	5.970218e-007
1.499999999999999e-001	8.102400e-007
