vdm	I(I)
Step Information: Vcm=0  (Run: 1/501)
-4.000000000000000e-001	-6.424785e-007
-3.500000000000000e-001	-6.420314e-007
-3.000000000000000e-001	-6.408283e-007
-2.500000000000001e-001	-6.354139e-007
-2.000000000000001e-001	-6.109488e-007
-1.500000000000001e-001	-5.356765e-007
-1.000000000000001e-001	-3.918850e-007
-5.000000000000007e-002	-1.935506e-007
-6.938893903907228e-017	3.247653e-008
4.999999999999993e-002	2.575696e-007
9.999999999999994e-002	4.533085e-007
1.499999999999999e-001	5.936106e-007
2.000000000000000e-001	6.659832e-007
2.499999999999999e-001	6.891750e-007
2.999999999999999e-001	6.942960e-007
3.499999999999999e-001	6.954608e-007
4.000000000000000e-001	6.959160e-007
Step Information: Vcm=10m  (Run: 2/501)
-4.000000000000000e-001	-6.423620e-007
-3.500000000000000e-001	-6.419147e-007
-3.000000000000000e-001	-6.407125e-007
-2.500000000000001e-001	-6.353054e-007
-2.000000000000001e-001	-6.108700e-007
-1.500000000000001e-001	-5.356510e-007
-1.000000000000001e-001	-3.918971e-007
-5.000000000000007e-002	-1.935687e-007
-6.938893903907228e-017	3.247207e-008
4.999999999999993e-002	2.575784e-007
9.999999999999994e-002	4.533107e-007
1.499999999999999e-001	5.935749e-007
2.000000000000000e-001	6.658955e-007
2.499999999999999e-001	6.890590e-007
2.999999999999999e-001	6.941732e-007
3.499999999999999e-001	6.953372e-007
4.000000000000000e-001	6.957925e-007
Step Information: Vcm=20m  (Run: 3/501)
-4.000000000000000e-001	-6.422454e-007
-3.500000000000000e-001	-6.417979e-007
-3.000000000000000e-001	-6.405966e-007
-2.500000000000001e-001	-6.351966e-007
-2.000000000000001e-001	-6.107908e-007
-1.500000000000001e-001	-5.356251e-007
-1.000000000000001e-001	-3.919090e-007
-5.000000000000007e-002	-1.935866e-007
-6.938893903907228e-017	3.246761e-008
4.999999999999993e-002	2.575870e-007
9.999999999999994e-002	4.533126e-007
1.499999999999999e-001	5.935389e-007
2.000000000000000e-001	6.658075e-007
2.499999999999999e-001	6.889427e-007
2.999999999999999e-001	6.940503e-007
3.499999999999999e-001	6.952135e-007
4.000000000000000e-001	6.956690e-007
Step Information: Vcm=30m  (Run: 4/501)
-4.000000000000000e-001	-6.421286e-007
-3.500000000000000e-001	-6.416810e-007
-3.000000000000000e-001	-6.404806e-007
-2.500000000000001e-001	-6.350878e-007
-2.000000000000001e-001	-6.107114e-007
-1.500000000000001e-001	-5.355989e-007
-1.000000000000001e-001	-3.919206e-007
-5.000000000000007e-002	-1.936043e-007
-6.938893903907228e-017	3.246315e-008
4.999999999999993e-002	2.575955e-007
9.999999999999994e-002	4.533142e-007
1.499999999999999e-001	5.935025e-007
2.000000000000000e-001	6.657192e-007
2.499999999999999e-001	6.888263e-007
2.999999999999999e-001	6.939272e-007
3.499999999999999e-001	6.950896e-007
4.000000000000000e-001	6.955453e-007
Step Information: Vcm=40m  (Run: 5/501)
-4.000000000000000e-001	-6.420118e-007
-3.500000000000000e-001	-6.415639e-007
-3.000000000000000e-001	-6.403645e-007
-2.500000000000001e-001	-6.349787e-007
-2.000000000000001e-001	-6.106318e-007
-1.500000000000001e-001	-5.355724e-007
-1.000000000000001e-001	-3.919318e-007
-5.000000000000007e-002	-1.936218e-007
-6.938893903907228e-017	3.245868e-008
4.999999999999993e-002	2.576037e-007
9.999999999999994e-002	4.533155e-007
1.499999999999999e-001	5.934658e-007
2.000000000000000e-001	6.656306e-007
2.499999999999999e-001	6.887098e-007
2.999999999999999e-001	6.938041e-007
3.499999999999999e-001	6.949656e-007
4.000000000000000e-001	6.954215e-007
Step Information: Vcm=50m  (Run: 6/501)
-4.000000000000000e-001	-6.418949e-007
-3.500000000000000e-001	-6.414468e-007
-3.000000000000000e-001	-6.402482e-007
-2.500000000000001e-001	-6.348694e-007
-2.000000000000001e-001	-6.105519e-007
-1.500000000000001e-001	-5.355455e-007
-1.000000000000001e-001	-3.919428e-007
-5.000000000000007e-002	-1.936392e-007
