vdm	I(I)
Step Information: Vcm=0  (Run: 1/101)
-1.000000000000000e+000	-1.175278e-006
-9.500000000000000e-001	-1.173408e-006
-8.999999999999999e-001	-1.172234e-006
-8.499999999999999e-001	-1.171420e-006
-7.999999999999998e-001	-1.170785e-006
-7.499999999999998e-001	-1.170234e-006
-6.999999999999997e-001	-1.169722e-006
-6.499999999999997e-001	-1.169226e-006
-5.999999999999996e-001	-1.168738e-006
-5.499999999999996e-001	-1.168254e-006
-4.999999999999996e-001	-1.167764e-006
-4.499999999999996e-001	-1.167237e-006
-3.999999999999996e-001	-1.166482e-006
-3.499999999999996e-001	-1.164413e-006
-2.999999999999997e-001	-1.155259e-006
-2.499999999999997e-001	-1.117237e-006
-1.999999999999997e-001	-1.013233e-006
-1.499999999999997e-001	-8.274420e-007
-9.999999999999969e-002	-5.729031e-007
-4.999999999999968e-002	-2.724852e-007
3.191891195797325e-016	5.009336e-008
5.000000000000032e-002	3.717372e-007
1.000000000000003e-001	6.694426e-007
1.500000000000003e-001	9.198245e-007
2.000000000000003e-001	1.100786e-006
2.500000000000003e-001	1.200719e-006
3.000000000000003e-001	1.236703e-006
3.500000000000003e-001	1.245315e-006
4.000000000000003e-001	1.247301e-006
4.500000000000003e-001	1.248059e-006
5.000000000000003e-001	1.248605e-006
5.500000000000004e-001	1.249115e-006
6.000000000000004e-001	1.249620e-006
6.500000000000005e-001	1.250125e-006
7.000000000000005e-001	1.250634e-006
7.500000000000006e-001	1.251151e-006
8.000000000000006e-001	1.251691e-006
8.500000000000006e-001	1.252289e-006
9.000000000000007e-001	1.253015e-006
9.500000000000007e-001	1.254009e-006
1.000000000000000e+000	1.255535e-006
Step Information: Vcm=50m  (Run: 2/101)
-1.000000000000000e+000	-1.182875e-006
-9.500000000000000e-001	-1.177236e-006
-8.999999999999999e-001	-1.173928e-006
-8.499999999999999e-001	-1.171923e-006
-7.999999999999998e-001	-1.170628e-006
-7.499999999999998e-001	-1.169713e-006
-6.999999999999997e-001	-1.169000e-006
-6.499999999999997e-001	-1.168396e-006
-5.999999999999996e-001	-1.167849e-006
-5.499999999999996e-001	-1.167332e-006
-4.999999999999996e-001	-1.166824e-006
-4.499999999999996e-001	-1.166286e-006
-3.999999999999996e-001	-1.165527e-006
-3.499999999999996e-001	-1.163469e-006
-2.999999999999997e-001	-1.154398e-006
-2.499999999999997e-001	-1.116668e-006
-1.999999999999997e-001	-1.013107e-006
-1.499999999999997e-001	-8.276335e-007
-9.999999999999969e-002	-5.731873e-007
-4.999999999999968e-002	-2.726869e-007
3.191891195797325e-016	5.006327e-008
5.000000000000032e-002	3.718767e-007
1.000000000000003e-001	6.696595e-007
1.500000000000003e-001	9.199426e-007
2.000000000000003e-001	1.100585e-006
2.500000000000003e-001	1.200084e-006
3.000000000000003e-001	1.235789e-006
3.500000000000003e-001	1.244324e-006
4.000000000000003e-001	1.246299e-006
4.500000000000003e-001	1.247061e-006
5.000000000000003e-001	1.247617e-006
5.500000000000004e-001	1.248142e-006
6.000000000000004e-001	1.248674e-006
6.500000000000005e-001	1.249227e-006
7.000000000000005e-001	1.249823e-006
7.500000000000006e-001	1.250501e-006
8.000000000000006e-001	1.251333e-006
8.500000000000006e-001	1.252454e-006
9.000000000000007e-001	1.254120e-006
9.500000000000007e-001	1.256805e-006
1.000000000000000e+000	1.261357e-006
Step Information: Vcm=100m  (Run: 3/101)
-1.000000000000000e+000	-1.207309e-006
-9.500000000000000e-001	-1.191045e-006
-8.999999999999999e-001	-1.181277e-006
-8.499999999999999e-001	-1.175532e-006
-7.999999999999998e-001	-1.172145e-006
-7.499999999999998e-001	-1.170086e-006
-6.999999999999997e-001	-1.168756e-006
-6.499999999999997e-001	-1.167820e-006
-5.999999999999996e-001	-1.167094e-006
-5.499999999999996e-001	-1.166480e-006
-4.999999999999996e-001	-1.165919e-006
-4.499999999999996e-001	-1.165351e-006
-3.999999999999996e-001	-1.164577e-006
-3.499999999999996e-001	-1.162524e-006
-2.999999999999997e-001	-1.153532e-006
-2.499999999999997e-001	-1.116087e-006
-1.999999999999997e-001	-1.012966e-006
-1.499999999999997e-001	-8.278095e-007
-9.999999999999969e-002	-5.734596e-007
-4.999999999999968e-002	-2.728821e-007
3.191891195797325e-016	5.003297e-008
5.000000000000032e-002	3.720095e-007
1.000000000000003e-001	6.698641e-007
1.500000000000003e-001	9.200450e-007
2.000000000000003e-001	1.100368e-006
2.500000000000003e-001	1.199437e-006
3.000000000000003e-001	1.234870e-006
3.500000000000003e-001	1.243330e-006
4.000000000000003e-001	1.245299e-006
4.500000000000003e-001	1.246074e-006
5.000000000000003e-001	1.246653e-006
5.500000000000004e-001	1.247221e-006
6.000000000000004e-001	1.247828e-006
6.500000000000005e-001	1.248520e-006
7.000000000000005e-001	1.249373e-006
7.500000000000006e-001	1.250530e-006
8.000000000000006e-001	1.252252e-006
8.500000000000006e-001	1.255019e-006
9.000000000000007e-001	1.259678e-006
9.500000000000007e-001	1.267655e-006
1.000000000000000e+000	1.281140e-006
Step Information: Vcm=150m  (Run: 4/101)
-1.000000000000000e+000	-1.271105e-006
-9.500000000000000e-001	-1.231639e-006
-8.999999999999999e-001	-1.205546e-006
-8.499999999999999e-001	-1.189218e-006
-7.999999999999998e-001	-1.179410e-006
-7.499999999999998e-001	-1.173642e-006
-6.999999999999997e-001	-1.170241e-006
-6.499999999999997e-001	-1.168172e-006
-5.999999999999996e-001	-1.166834e-006
-5.499999999999996e-001	-1.165890e-006
-4.999999999999996e-001	-1.165151e-006
-4.499999999999996e-001	-1.164487e-006
-3.999999999999996e-001	-1.163662e-006
-3.499999999999996e-001	-1.161595e-006
-2.999999999999997e-001	-1.152670e-006
-2.499999999999997e-001	-1.115500e-006
-1.999999999999997e-001	-1.012812e-006
-1.499999999999997e-001	-8.279720e-007
-9.999999999999969e-002	-5.737212e-007
-4.999999999999968e-002	-2.730717e-007
3.191891195797325e-016	5.000249e-008
5.000000000000032e-002	3.721360e-007
1.000000000000003e-001	6.700575e-007
1.500000000000003e-001	9.201332e-007
2.000000000000003e-001	1.100138e-006
2.500000000000003e-001	1.198782e-006
3.000000000000003e-001	1.233951e-006
3.500000000000003e-001	1.242347e-006
4.000000000000003e-001	1.244326e-006
4.500000000000003e-001	1.245140e-006
5.000000000000003e-001	1.245795e-006
5.500000000000004e-001	1.246500e-006
6.000000000000004e-001	1.247362e-006
6.500000000000005e-001	1.248526e-006
7.000000000000005e-001	1.250259e-006
7.500000000000006e-001	1.253040e-006
8.000000000000006e-001	1.257723e-006
8.500000000000006e-001	1.265738e-006
9.000000000000007e-001	1.279283e-006
9.500000000000007e-001	1.301329e-006
1.000000000000000e+000	1.335276e-006
Step Information: Vcm=200m  (Run: 5/101)
-1.000000000000000e+000	-1.401003e-006
-9.500000000000000e-001	-1.325519e-006
-8.999999999999999e-001	-1.269281e-006
-8.499999999999999e-001	-1.229773e-006
-7.999999999999998e-001	-1.203655e-006
-7.499999999999998e-001	-1.187311e-006
-6.999999999999997e-001	-1.177493e-006
-6.499999999999997e-001	-1.171716e-006
-5.999999999999996e-001	-1.168308e-006
-5.499999999999996e-001	-1.166231e-006
-4.999999999999996e-001	-1.164879e-006
-4.499999999999996e-001	-1.163885e-006
-3.999999999999996e-001	-1.162885e-006
-3.499999999999996e-001	-1.160737e-006
-2.999999999999997e-001	-1.151840e-006
-2.499999999999997e-001	-1.114922e-006
-1.999999999999997e-001	-1.012655e-006
-1.499999999999997e-001	-8.281265e-007
-9.999999999999969e-002	-5.739752e-007
-4.999999999999968e-002	-2.732569e-007
3.191891195797325e-016	4.997150e-008
5.000000000000032e-002	3.722573e-007
1.000000000000003e-001	6.702422e-007
1.500000000000003e-001	9.202120e-007
2.000000000000003e-001	1.099902e-006
2.500000000000003e-001	1.198132e-006
3.000000000000003e-001	1.233056e-006
3.500000000000003e-001	1.241417e-006
4.000000000000003e-001	1.243457e-006
4.500000000000003e-001	1.244407e-006
5.000000000000003e-001	1.245316e-006
5.500000000000004e-001	1.246494e-006
6.000000000000004e-001	1.248235e-006
6.500000000000005e-001	1.251024e-006
7.000000000000005e-001	1.255715e-006
7.500000000000006e-001	1.263742e-006
8.000000000000006e-001	1.277303e-006
8.500000000000006e-001	1.299373e-006
9.000000000000007e-001	1.333355e-006
9.500000000000007e-001	1.382487e-006
1.000000000000000e+000	1.449295e-006
Step Information: Vcm=250m  (Run: 6/101)
-1.000000000000000e+000	-1.613094e-006
-9.500000000000000e-001	-1.495482e-006
-8.999999999999999e-001	-1.399197e-006
-8.499999999999999e-001	-1.323669e-006
-7.999999999999998e-001	-1.267401e-006
-7.499999999999998e-001	-1.227870e-006
-6.999999999999997e-001	-1.201735e-006
-6.499999999999997e-001	-1.185379e-006
-5.999999999999996e-001	-1.175550e-006
-5.499999999999996e-001	-1.169764e-006
-4.999999999999996e-001	-1.166341e-006
-4.499999999999996e-001	-1.164214e-006
-3.999999999999996e-001	-1.162604e-006
-3.499999999999996e-001	-1.160141e-006
-2.999999999999997e-001	-1.151147e-006
-2.499999999999997e-001	-1.114412e-006
-1.999999999999997e-001	-1.012526e-006
-1.499999999999997e-001	-8.282910e-007
-9.999999999999969e-002	-5.742311e-007
-4.999999999999968e-002	-2.734423e-007
3.191891195797325e-016	4.993956e-008
5.000000000000032e-002	3.723765e-007
1.000000000000003e-001	6.704257e-007
1.500000000000003e-001	9.202953e-007
2.000000000000003e-001	1.099686e-006
2.500000000000003e-001	1.197531e-006
3.000000000000003e-001	1.232264e-006
3.500000000000003e-001	1.240687e-006
4.000000000000003e-001	1.242968e-006
4.500000000000003e-001	1.244389e-006
5.000000000000003e-001	1.246177e-006
5.500000000000004e-001	1.248980e-006
6.000000000000004e-001	1.253682e-006
6.500000000000005e-001	1.261718e-006
7.000000000000005e-001	1.275293e-006
7.500000000000006e-001	1.297379e-006
8.000000000000006e-001	1.331386e-006
8.500000000000006e-001	1.380548e-006
9.000000000000007e-001	1.447397e-006
9.500000000000007e-001	1.533527e-006
1.000000000000000e+000	1.639656e-006
Step Information: Vcm=300m  (Run: 7/101)
-1.000000000000000e+000	-1.909677e-006
-9.500000000000000e-001	-1.750227e-006
-8.999999999999999e-001	-1.611358e-006
-8.499999999999999e-001	-1.493690e-006
-7.999999999999998e-001	-1.397358e-006
-7.499999999999998e-001	-1.321794e-006
-6.999999999999997e-001	-1.265495e-006
-6.499999999999997e-001	-1.225942e-006
-5.999999999999996e-001	-1.199791e-006
-5.499999999999996e-001	-1.183420e-006
-4.999999999999996e-001	-1.173574e-006
-4.499999999999996e-001	-1.167738e-006
-3.999999999999996e-001	-1.164057e-006
-3.499999999999996e-001	-1.160476e-006
-2.999999999999997e-001	-1.150952e-006
-2.499999999999997e-001	-1.114165e-006
-1.999999999999997e-001	-1.012537e-006
-1.499999999999997e-001	-8.285259e-007
-9.999999999999969e-002	-5.745210e-007
-4.999999999999968e-002	-2.736421e-007
3.191891195797325e-016	4.990481e-008
5.000000000000032e-002	3.725035e-007
1.000000000000003e-001	6.706328e-007
1.500000000000003e-001	9.204309e-007
2.000000000000003e-001	1.099575e-006
2.500000000000003e-001	1.197133e-006
3.000000000000003e-001	1.231854e-006
3.500000000000003e-001	1.240673e-006
4.000000000000003e-001	1.243819e-006
4.500000000000003e-001	1.246864e-006
5.000000000000003e-001	1.251614e-006
5.500000000000004e-001	1.259668e-006
6.000000000000004e-001	1.273256e-006
6.500000000000005e-001	1.295361e-006
7.000000000000005e-001	1.329390e-006
7.500000000000006e-001	1.378583e-006
8.000000000000006e-001	1.445471e-006
8.500000000000006e-001	1.531648e-006
9.000000000000007e-001	1.637834e-006
9.500000000000007e-001	1.764061e-006
1.000000000000000e+000	1.909885e-006
Step Information: Vcm=350m  (Run: 8/101)
-1.000000000000000e+000	-2.284997e-006
-9.500000000000000e-001	-2.087239e-006
-8.999999999999999e-001	-1.908051e-006
-8.499999999999999e-001	-1.748530e-006
-7.999999999999998e-001	-1.609598e-006
-7.499999999999998e-001	-1.491874e-006
-6.999999999999997e-001	-1.395496e-006
-6.499999999999997e-001	-1.319893e-006
-5.999999999999996e-001	-1.263565e-006
-5.499999999999996e-001	-1.223988e-006
-4.999999999999996e-001	-1.197812e-006
-4.499999999999996e-001	-1.181387e-006
-3.999999999999996e-001	-1.171285e-006
-3.499999999999996e-001	-1.164010e-006
-2.999999999999997e-001	-1.152502e-006
-2.499999999999997e-001	-1.114872e-006
-1.999999999999997e-001	-1.013068e-006
-1.499999999999997e-001	-8.290418e-007
-9.999999999999969e-002	-5.749558e-007
-4.999999999999968e-002	-2.739063e-007
3.191891195797325e-016	4.986061e-008
5.000000000000032e-002	3.726721e-007
1.000000000000003e-001	6.709489e-007
1.500000000000003e-001	9.207840e-007
2.000000000000003e-001	1.099867e-006
2.500000000000003e-001	1.197470e-006
3.000000000000003e-001	1.232795e-006
3.500000000000003e-001	1.243157e-006
4.000000000000003e-001	1.249250e-006
4.500000000000003e-001	1.257545e-006
5.000000000000003e-001	1.271186e-006
5.500000000000004e-001	1.293315e-006
6.000000000000004e-001	1.327369e-006
6.500000000000005e-001	1.376593e-006
7.000000000000005e-001	1.443520e-006
7.500000000000006e-001	1.529745e-006
8.000000000000006e-001	1.635988e-006
8.500000000000006e-001	1.762281e-006
9.000000000000007e-001	1.908178e-006
9.500000000000007e-001	2.072924e-006
1.000000000000000e+000	2.255577e-006
Step Information: Vcm=400m  (Run: 9/101)
-1.000000000000000e+000	-2.730110e-006
-9.500000000000000e-001	-2.498737e-006
-8.999999999999999e-001	-2.283512e-006
-8.499999999999999e-001	-2.085671e-006
-7.999999999999998e-001	-1.906404e-006
-7.499999999999998e-001	-1.746811e-006
-6.999999999999997e-001	-1.607815e-006
-6.499999999999997e-001	-1.490035e-006
-5.999999999999996e-001	-1.393610e-006
-5.499999999999996e-001	-1.317967e-006
-4.999999999999996e-001	-1.261602e-006
-4.499999999999996e-001	-1.221961e-006
-3.999999999999996e-001	-1.195528e-006
-3.499999999999996e-001	-1.177688e-006
-2.999999999999997e-001	-1.159871e-006
-2.499999999999997e-001	-1.118865e-006
-1.999999999999997e-001	-1.015445e-006
-1.499999999999997e-001	-8.305736e-007
-9.999999999999969e-002	-5.759228e-007
-4.999999999999968e-002	-2.744090e-007
3.191891195797325e-016	4.978341e-008
5.000000000000032e-002	3.729998e-007
1.000000000000003e-001	6.716717e-007
1.500000000000003e-001	9.219315e-007
2.000000000000003e-001	1.101607e-006
2.500000000000003e-001	1.200389e-006
3.000000000000003e-001	1.238356e-006
3.500000000000003e-001	1.253863e-006
4.000000000000003e-001	1.268826e-006
4.500000000000003e-001	1.291197e-006
5.000000000000003e-001	1.325313e-006
5.500000000000004e-001	1.374575e-006
6.000000000000004e-001	1.441543e-006
6.500000000000005e-001	1.527818e-006
7.000000000000005e-001	1.634119e-006
7.500000000000006e-001	1.760478e-006
8.000000000000006e-001	1.906449e-006
8.500000000000006e-001	2.071277e-006
9.000000000000007e-001	2.254018e-006
9.500000000000007e-001	2.453622e-006
1.000000000000000e+000	2.668985e-006
Step Information: Vcm=450m  (Run: 10/101)
-1.000000000000000e+000	-3.235196e-006
-9.500000000000000e-001	-2.975164e-006
-8.999999999999999e-001	-2.728791e-006
-8.499999999999999e-001	-2.497324e-006
-7.999999999999998e-001	-2.282009e-006
-7.499999999999998e-001	-2.084082e-006
-6.999999999999997e-001	-1.904735e-006
-6.499999999999997e-001	-1.745070e-006
-5.999999999999996e-001	-1.606008e-006
-5.499999999999996e-001	-1.488170e-006
-4.999999999999996e-001	-1.391689e-006
-4.499999999999996e-001	-1.315969e-006
-3.999999999999996e-001	-1.259346e-006
-3.499999999999996e-001	-1.218337e-006
-2.999999999999997e-001	-1.184389e-006
-2.499999999999997e-001	-1.133298e-006
-1.999999999999997e-001	-1.023994e-006
-1.499999999999997e-001	-8.356138e-007
-9.999999999999969e-002	-5.787634e-007
-4.999999999999968e-002	-2.757593e-007
3.191891195797325e-016	4.959049e-008
5.000000000000032e-002	3.738978e-007
1.000000000000003e-001	6.738403e-007
1.500000000000003e-001	9.258653e-007
2.000000000000003e-001	1.108305e-006
2.500000000000003e-001	1.211811e-006
3.000000000000003e-001	1.258188e-006
3.500000000000003e-001	1.287584e-006
4.000000000000003e-001	1.322980e-006
4.500000000000003e-001	1.372487e-006
5.000000000000003e-001	1.439532e-006
5.500000000000004e-001	1.525863e-006
6.000000000000004e-001	1.632224e-006
