vdm	I(I)
Step Information: Vcm=0  (Run: 1/101)
-1.000000000000000e+000	-1.022115e-005
-9.500000000000000e-001	-1.021670e-005
-8.999999999999999e-001	-1.020520e-005
-8.499999999999999e-001	-1.017398e-005
-7.999999999999998e-001	-1.010153e-005
-7.499999999999998e-001	-9.967118e-006
-6.999999999999997e-001	-9.759314e-006
-6.499999999999997e-001	-9.474743e-006
-5.999999999999996e-001	-9.114085e-006
-5.499999999999996e-001	-8.679400e-006
-4.999999999999996e-001	-8.173237e-006
-4.499999999999996e-001	-7.597500e-006
-3.999999999999996e-001	-6.953810e-006
-3.499999999999996e-001	-6.243426e-006
-2.999999999999997e-001	-5.467891e-006
-2.499999999999997e-001	-4.630052e-006
-1.999999999999997e-001	-3.734857e-006
-1.499999999999997e-001	-2.790466e-006
-9.999999999999969e-002	-1.810316e-006
-4.999999999999968e-002	-8.097127e-007
3.191891195797325e-016	1.992378e-007
5.000000000000032e-002	1.207292e-006
1.000000000000003e-001	2.205224e-006
1.500000000000003e-001	3.180986e-006
2.000000000000003e-001	4.119416e-006
2.500000000000003e-001	5.007284e-006
3.000000000000003e-001	5.836653e-006
3.500000000000003e-001	6.602795e-006
4.000000000000003e-001	7.303069e-006
4.500000000000003e-001	7.936133e-006
5.000000000000003e-001	8.500902e-006
5.500000000000004e-001	8.996009e-006
6.000000000000004e-001	9.419654e-006
6.500000000000005e-001	9.769775e-006
7.000000000000005e-001	1.004465e-005
7.500000000000006e-001	1.024394e-005
8.000000000000006e-001	1.037168e-005
8.500000000000006e-001	1.043976e-005
9.000000000000007e-001	1.046881e-005
9.500000000000007e-001	1.047950e-005
1.000000000000000e+000	1.048371e-005
Step Information: Vcm=50m  (Run: 2/101)
-1.000000000000000e+000	-1.021881e-005
-9.500000000000000e-001	-1.021597e-005
-8.999999999999999e-001	-1.020993e-005
-8.499999999999999e-001	-1.019325e-005
-7.999999999999998e-001	-1.014795e-005
-7.499999999999998e-001	-1.004817e-005
-6.999999999999997e-001	-9.873746e-006
-6.499999999999997e-001	-9.615809e-006
-5.999999999999996e-001	-9.272845e-006
-5.499999999999996e-001	-8.846358e-006
-4.999999999999996e-001	-8.339064e-006
-4.499999999999996e-001	-7.753358e-006
-3.999999999999996e-001	-7.091726e-006
-3.499999999999996e-001	-6.356999e-006
-2.999999999999997e-001	-5.553280e-006
-2.499999999999997e-001	-4.686407e-006
-1.999999999999997e-001	-3.765432e-006
-1.499999999999997e-001	-2.803782e-006
-9.999999999999969e-002	-1.815515e-006
-4.999999999999968e-002	-8.116488e-007
3.191891195797325e-016	1.991674e-007
5.000000000000032e-002	1.209084e-006
1.000000000000003e-001	2.210261e-006
1.500000000000003e-001	3.194088e-006
2.000000000000003e-001	4.149625e-006
2.500000000000003e-001	5.062971e-006
3.000000000000003e-001	5.920928e-006
3.500000000000003e-001	6.714689e-006
4.000000000000003e-001	7.438661e-006
4.500000000000003e-001	8.088996e-006
5.000000000000003e-001	8.663089e-006
5.500000000000004e-001	9.158755e-006
6.000000000000004e-001	9.573764e-006
6.500000000000005e-001	9.906044e-006
7.000000000000005e-001	1.015434e-005
7.500000000000006e-001	1.032085e-005
