vdm	I(I)
Step Information: Vcm=0  (Run: 1/501)
-4.000000000000000e-001	-9.828076e-007
-3.500000000000000e-001	-9.816249e-007
-3.000000000000000e-001	-9.768586e-007
-2.500000000000001e-001	-9.551327e-007
-2.000000000000001e-001	-8.834349e-007
-1.500000000000001e-001	-7.351273e-007
-1.000000000000001e-001	-5.157933e-007
-5.000000000000007e-002	-2.476337e-007
-6.938893903907228e-017	4.430360e-008
4.999999999999993e-002	3.353024e-007
9.999999999999994e-002	6.007627e-007
1.499999999999999e-001	8.160650e-007
2.000000000000000e-001	9.599960e-007
2.499999999999999e-001	1.028547e-006
2.999999999999999e-001	1.049045e-006
3.499999999999999e-001	1.053549e-006
4.000000000000000e-001	1.054703e-006
Step Information: Vcm=10m  (Run: 2/501)
-4.000000000000000e-001	-9.826416e-007
-3.500000000000000e-001	-9.814597e-007
-3.000000000000000e-001	-9.767011e-007
-2.500000000000001e-001	-9.550100e-007
-2.000000000000001e-001	-8.833852e-007
-1.500000000000001e-001	-7.351438e-007
-1.000000000000001e-001	-5.158358e-007
-5.000000000000007e-002	-2.476670e-007
-6.938893903907228e-017	4.429810e-008
4.999999999999993e-002	3.353243e-007
9.999999999999994e-002	6.007929e-007
1.499999999999999e-001	8.160681e-007
2.000000000000000e-001	9.599332e-007
2.499999999999999e-001	1.028413e-006
2.999999999999999e-001	1.048878e-006
3.499999999999999e-001	1.053376e-006
4.000000000000000e-001	1.054529e-006
Step Information: Vcm=20m  (Run: 3/501)
-4.000000000000000e-001	-9.824753e-007
-3.500000000000000e-001	-9.812943e-007
-3.000000000000000e-001	-9.765436e-007
-2.500000000000001e-001	-9.548870e-007
-2.000000000000001e-001	-8.833350e-007
-1.500000000000001e-001	-7.351596e-007
-1.000000000000001e-001	-5.158780e-007
-5.000000000000007e-002	-2.477001e-007
-6.938893903907228e-017	4.429258e-008
4.999999999999993e-002	3.353460e-007
9.999999999999994e-002	6.008227e-007
1.499999999999999e-001	8.160706e-007
2.000000000000000e-001	9.598700e-007
2.499999999999999e-001	1.028279e-006
2.999999999999999e-001	1.048712e-006
3.499999999999999e-001	1.053202e-006
4.000000000000000e-001	1.054354e-006
Step Information: Vcm=30m  (Run: 4/501)
-4.000000000000000e-001	-9.823087e-007
-3.500000000000000e-001	-9.811288e-007
-3.000000000000000e-001	-9.763855e-007
-2.500000000000001e-001	-9.547635e-007
-2.000000000000001e-001	-8.832843e-007
-1.500000000000001e-001	-7.351749e-007
-1.000000000000001e-001	-5.159197e-007
-5.000000000000007e-002	-2.477329e-007
-6.938893903907228e-017	4.428706e-008
4.999999999999993e-002	3.353674e-007
9.999999999999994e-002	6.008520e-007
1.499999999999999e-001	8.160725e-007
2.000000000000000e-001	9.598061e-007
2.499999999999999e-001	1.028145e-006
2.999999999999999e-001	1.048545e-006
3.499999999999999e-001	1.053028e-006
4.000000000000000e-001	1.054179e-006
Step Information: Vcm=40m  (Run: 5/501)
-4.000000000000000e-001	-9.821421e-007
-3.500000000000000e-001	-9.809629e-007
-3.000000000000000e-001	-9.762274e-007
-2.500000000000001e-001	-9.546396e-007
-2.000000000000001e-001	-8.832330e-007
-1.500000000000001e-001	-7.351896e-007
-1.000000000000001e-001	-5.159609e-007
-5.000000000000007e-002	-2.477655e-007
-6.938893903907228e-017	4.428152e-008
4.999999999999993e-002	3.353886e-007
9.999999999999994e-002	6.008809e-007
1.499999999999999e-001	8.160739e-007
2.000000000000000e-001	9.597418e-007
2.499999999999999e-001	1.028010e-006
2.999999999999999e-001	1.048377e-006
3.499999999999999e-001	1.052853e-006
4.000000000000000e-001	1.054004e-006
Step Information: Vcm=50m  (Run: 6/501)
-4.000000000000000e-001	-9.819752e-007
-3.500000000000000e-001	-9.807969e-007
-3.000000000000000e-001	-9.760689e-007
-2.500000000000001e-001	-9.545154e-007
-2.000000000000001e-001	-8.831811e-007
-1.500000000000001e-001	-7.352037e-007
-1.000000000000001e-001	-5.160018e-007
-5.000000000000007e-002	-2.477979e-007
-6.938893903907228e-017	4.427599e-008
4.999999999999993e-002	3.354096e-007
9.999999999999994e-002	6.009093e-007
1.499999999999999e-001	8.160747e-007
2.000000000000000e-001	9.596769e-007
2.499999999999999e-001	1.027875e-006
2.999999999999999e-001	1.048210e-006
3.499999999999999e-001	1.052679e-006
4.000000000000000e-001	1.053829e-006
Step Information: Vcm=60m  (Run: 7/501)
-4.000000000000000e-001	-9.818081e-007
-3.500000000000000e-001	-9.806306e-007
-3.000000000000000e-001	-9.759102e-007
-2.500000000000001e-001	-9.543908e-007
-2.000000000000001e-001	-8.831288e-007
-1.500000000000001e-001	-7.352173e-007
-1.000000000000001e-001	-5.160422e-007
-5.000000000000007e-002	-2.478301e-007
-6.938893903907228e-017	4.427044e-008
4.999999999999993e-002	3.354303e-007
9.999999999999994e-002	6.009374e-007
1.499999999999999e-001	8.160749e-007
2.000000000000000e-001	9.596115e-007
2.499999999999999e-001	1.027739e-006
2.999999999999999e-001	1.048042e-006
3.499999999999999e-001	1.052504e-006
4.000000000000000e-001	1.053653e-006
Step Information: Vcm=70m  (Run: 8/501)
-4.000000000000000e-001	-9.816407e-007
-3.500000000000000e-001	-9.804642e-007
-3.000000000000000e-001	-9.757513e-007
-2.500000000000001e-001	-9.542657e-007
-2.000000000000001e-001	-8.830759e-007
-1.500000000000001e-001	-7.352304e-007
-1.000000000000001e-001	-5.160821e-007
-5.000000000000007e-002	-2.478620e-007
-6.938893903907228e-017	4.426489e-008
4.999999999999993e-002	3.354507e-007
9.999999999999994e-002	6.009649e-007
1.499999999999999e-001	8.160746e-007
2.000000000000000e-001	9.595454e-007
2.499999999999999e-001	1.027604e-006
2.999999999999999e-001	1.047874e-006
3.499999999999999e-001	1.052329e-006
4.000000000000000e-001	1.053477e-006
Step Information: Vcm=80m  (Run: 9/501)
-4.000000000000000e-001	-9.814731e-007
-3.500000000000000e-001	-9.802975e-007
-3.000000000000000e-001	-9.755921e-007
-2.500000000000001e-001	-9.541403e-007
-2.000000000000001e-001	-8.830224e-007
-1.500000000000001e-001	-7.352429e-007
-1.000000000000001e-001	-5.161217e-007
-5.000000000000007e-002	-2.478937e-007
-6.938893903907228e-017	4.425933e-008
4.999999999999993e-002	3.354709e-007
9.999999999999994e-002	6.009921e-007
1.499999999999999e-001	8.160738e-007
2.000000000000000e-001	9.594789e-007
2.499999999999999e-001	1.027467e-006
2.999999999999999e-001	1.047706e-006
3.499999999999999e-001	1.052154e-006
4.000000000000000e-001	1.053302e-006
Step Information: Vcm=90m  (Run: 10/501)
-4.000000000000000e-001	-9.813054e-007
-3.500000000000000e-001	-9.801306e-007
-3.000000000000000e-001	-9.754326e-007
-2.500000000000001e-001	-9.540146e-007
-2.000000000000001e-001	-8.829685e-007
-1.500000000000001e-001	-7.352549e-007
-1.000000000000001e-001	-5.161609e-007
-5.000000000000007e-002	-2.479252e-007
-6.938893903907228e-017	4.425376e-008
4.999999999999993e-002	3.354909e-007
9.999999999999994e-002	6.010188e-007
1.499999999999999e-001	8.160724e-007
2.000000000000000e-001	9.594120e-007
2.499999999999999e-001	1.027330e-006
2.999999999999999e-001	1.047537e-006
3.499999999999999e-001	1.051978e-006
4.000000000000000e-001	1.053125e-006
Step Information: Vcm=100m  (Run: 11/501)
-4.000000000000000e-001	-9.811374e-007
-3.500000000000000e-001	-9.799635e-007
-3.000000000000000e-001	-9.752729e-007
-2.500000000000001e-001	-9.538884e-007
-2.000000000000001e-001	-8.829140e-007
-1.500000000000001e-001	-7.352664e-007
-1.000000000000001e-001	-5.161996e-007
-5.000000000000007e-002	-2.479564e-007
-6.938893903907228e-017	4.424819e-008
4.999999999999993e-002	3.355106e-007
9.999999999999994e-002	6.010450e-007
1.499999999999999e-001	8.160705e-007
2.000000000000000e-001	9.593443e-007
2.499999999999999e-001	1.027193e-006
2.999999999999999e-001	1.047368e-006
3.499999999999999e-001	1.051803e-006
4.000000000000000e-001	1.052949e-006
